index,Car Name,KMs Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats,car price,CarPrices in Lakhs
1299,Lexus NX 300h Luxury,48000,Petrol,Automatic,1,2019,1995,5,48.25,48.25
1300,Toyota Fortuner 2.8 4WD MT BSIV,100000,Diesel,Manual,1,2017,1498,5,24.45,24.45
1301,BMW 5 Series 520d Luxury Line,29000,Diesel,Automatic,1,2019,1198,5,48,48
1302,Nissan Sunny XV,83000,Petrol,Manual,1,2012,2498,7,2.85,2.85
1303,Nissan Micra XV,57000,Petrol,Manual,1,2011,2143,5,2,2
1304,Mahindra Thar 4X4,59000,Diesel,Manual,2,2014,2179,5,5.9,5.9
1305,Mercedes-Benz GLE 250d,45000,Diesel,Automatic,1,2019,2179,5,56,56
1306,Land Rover Range Rover Evoque 2.2L Prestige,69000,Diesel,Automatic,2,2014,2987,7,25.9,25.9
1307,Land Rover Range Rover Evoque 2.2L Prestige,69000,Diesel,Automatic,1,2015,5950,4,29.9,29.9
1308,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,79000,Diesel,Automatic,3,2015,2143,5,34.9,34.9
1309,Bentley Flying Spur W12,44000,Petrol,Automatic,1,2013,2967,5,68.9,68.9
1310,Mercedes-Benz GLC 220d 4MATIC Sport,69000,Diesel,Automatic,1,2017,2755,7,38.9,38.9
1311,Audi A6 3.0 TDI Quattro Premium Plus,68000,Diesel,Automatic,2,2013,1796,5,11.25,11.25
1312,Toyota Fortuner 2.8 2WD MT BSIV,60000,Diesel,Manual,1,2019,2477,7,31,31
1313,Mercedes-Benz C-Class C 200 CGI Elegance,86000,Petrol,Automatic,1,2011,1197,5,8.25,8.25
1314,Mitsubishi Pajero Sport 4X2 AT Dual Tone,39000,Diesel,Automatic,1,2017,1198,5,16.45,16.45
1315,Hyundai Grand i10 Nios Magna,12000,Petrol,Manual,2,2020,1999,5,6.25,6.25
1316,Honda Amaze EX i-Vtech,85000,Petrol,Manual,1,2014,1248,5,3.6,3.6
1317,Land Rover Discovery Sport TD4 HSE,120000,Diesel,Automatic,1,2016,2996,7,29.5,29.5
1318,Maruti SX4 S Cross Zeta DDiS 200 SH,90000,Diesel,Manual,1,2018,2993,5,7.51,7.51
1319,Mercedes-Benz GLS 400 4MATIC,80000,Petrol,Automatic,1,2017,1248,5,62.5,62.5
1320,BMW X5 xDrive 30d Expedition,34000,Diesel,Automatic,1,2019,1451,6,56.5,56.5
1321,Maruti Ciaz VDi Plus,72000,Diesel,Manual,1,2015,1950,5,4.65,4.65
1322,MG Hector Plus Sharp DCT,18000,Petrol,Automatic,1,2021,2143,5,19,19
1323,Mercedes-Benz C-Class Progressive C 200,11000,Petrol,Automatic,1,2021,1595,5,47.9,47.9
1324,Mercedes-Benz E-Class E250 CDI Avantgarde,60625,Diesel,Automatic,2,2016,1197,5,25.9,25.9
1325,Mercedes-Benz A Class A180 Sport,68000,Petrol,Automatic,1,2017,4663,5,17,17
1326,Maruti Baleno 1.2 CVT Delta,75000,Petrol,Automatic,1,2016,1968,5,5.25,5.25
1327,Mercedes-Benz S-Class S 500 L,70000,Petrol,Automatic,2,2015,2987,7,49,49
1328,Audi Q3 2.0 TDI Quattro Premium Plus,73000,Diesel,Automatic,1,2015,1968,5,15.89,15.89
1329,Mercedes-Benz GLS 350d 4MATIC,65000,Diesel,Automatic,1,2017,2995,5,58.85,58.85
1330,Audi Q3 35 TDI Quattro Premium Plus,70011,Diesel,Automatic,1,2015,2755,7,17.5,17.5
1331,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,40000,Petrol,Automatic,1,2019,1968,5,1.92,1.92
1332,Toyota Innova Crysta 2.8 ZX AT BSIV,67011,Diesel,Automatic,1,2017,1497,5,17.5,17.5
1333,Skoda Yeti Ambition 4X2,103000,Diesel,Manual,1,2013,1998,5,3.25,3.25
1334,Honda City i-VTEC CVT ZX,50000,Petrol,Automatic,2,2017,1197,5,9.49,9.49
1335,Volvo XC60 B5 Inscripition,7000,Petrol,Automatic,1,2022,3198,7,68.5,68.5
1336,Maruti Swift Dzire VXI 1.2,30000,Petrol,Manual,1,2019,1991,5,6.4,6.4
1337,Ford Endeavour Titanium Plus 4X4,44000,Diesel,Automatic,1,2018,1353,5,31.49,31.49
1338,Mercedes-Benz GLC 300 4MATIC Sport,28500,Petrol,Automatic,1,2019,1248,5,48,48
1339,Hyundai Creta SX Opt Turbo,8000,Petrol,Automatic,1,2021,1497,5,19.75,19.75
1340,Maruti Swift VDI,60000,Diesel,Manual,1,2019,1197,5,5.9,5.9
1341,Honda City V AT,70000,Petrol,Automatic,2,2012,1995,5,3.94,3.94
1342,Maruti Ignis 1.2 Alpha BSIV,80000,Petrol,Manual,1,2018,1497,5,4.35,4.35
1343,BMW X1 sDrive 20d xLine,25000,Diesel,Automatic,1,2019,796,5,30,30
1344,Honda City V MT,2000,Petrol,Manual,1,2022,2694,7,10.5,10.5
1345,Maruti Alto 800 LXI,35000,Petrol,Manual,1,2018,2987,5,3.2,3.2
1346,Toyota Innova Crysta 2.7 ZX AT,26000,Petrol,Automatic,1,2018,2184,4,20,20
1347,Maserati Ghibli Diesel BSIV,12000,Diesel,Automatic,1,2016,1197,5,66,66
1348,Mahindra Thar LX 4-Str Convert Top Diesel AT,13001,Diesel,Automatic,1,2022,2143,5,17.75,17.75
1349,Hyundai Xcent 1.2 VTVT S,60000,Petrol,Manual,2,2019,1199,5,4.75,4.75
1350,Mercedes-Benz C-Class C 220 CDI Avantgarde,37000,Diesel,Automatic,2,2015,2498,6,21.5,21.5
1351,Honda Jazz 1.2 V AT i VTEC,27200,Petrol,Automatic,1,2017,1462,5,6.9,6.9
1352,Mahindra Thar CRDe,46365,Diesel,Manual,1,2017,1461,5,7.72,7.72
1353,Maruti Ciaz Alpha BSIV,82496,Petrol,Manual,1,2019,1248,5,8.72,8.72
1354,Renault Duster 110PS Diesel RxL AMT,73656,Diesel,Automatic,1,2016,1493,7,6.51,6.51
1355,Maruti Ciaz ZDi SHVS,92530,Diesel,Manual,1,2016,1368,5,5.43,5.43
1356,Mahindra TUV 300 mHAWK100 T8,68364,Diesel,Manual,2,2017,1197,5,6.58,6.58
1357,Jeep Compass 1.4 Sport,30224,Petrol,Manual,1,2018,1462,5,12.61,12.61
1358,Maruti Baleno 1.2 Alpha,88658,Petrol,Manual,1,2017,2498,6,5.85,5.85
1359,Maruti Vitara Brezza ZXI,26396,Petrol,Manual,1,2020,998,5,10.53,10.53
1360,Mahindra Thar CRDe,60020,Diesel,Manual,1,2017,1462,5,7.46,7.46
1361,Maruti Alto K10 2010-2014 VXI,55107,Petrol,Manual,1,2014,796,5,2.68,2.68
1362,Maruti Ciaz Alpha AT,3925,Petrol,Automatic,1,2022,1197,5,12.43,12.43
1363,Maruti Alto 800 LXI,21949,Petrol,Manual,1,2017,1598,5,3.23,3.23
1364,Maruti Swift Dzire VXI,41899,Petrol,Manual,1,2016,1497,5,5,5
1365,Nissan Terrano XL P,30000,Petrol,Manual,1,2018,2400,5,7.25,7.25
1366,Honda City i-VTEC V,28000,Petrol,Manual,1,2018,1950,5,8.65,8.65
1367,Volvo XC60 D5 Inscription,20000,Diesel,Automatic,1,2021,1950,5,61,61
1368,Mercedes-Benz GLC 220d 4MATIC,24000,Diesel,Automatic,1,2020,1798,5,56.5,56.5
1369,Mercedes-Benz GLE 300d,13000,Diesel,Automatic,1,2021,998,5,89,89
1370,Skoda Superb Style 1.8 TSI AT,54000,Petrol,Automatic,1,2017,1248,5,21.75,21.75
1371,Maruti Alto K10 VXI,30555,Petrol,Manual,1,2016,1197,5,3.15,3.15
1372,Maruti Ciaz VDi Plus SHVS,119878,Diesel,Manual,1,2015,1248,5,4.78,4.78
1373,Hyundai i20 1.2 Magna Opt,84557,Petrol,Manual,1,2011,1997,7,2.43,2.43
1374,Maruti Ciaz VDi Option SHVS,96528,Diesel,Manual,1,2017,999,5,5.36,5.36
1375,Mahindra XUV500 W10 1.99 mHawk,44081,Diesel,Manual,1,2017,1248,5,11.24,11.24
1376,Renault Kiger RXT AMT,6494,Petrol,Automatic,1,2021,998,5,7.75,7.75
1377,Maruti Swift VDI BSIV,118631,Diesel,Manual,1,2014,1198,5,3.4,3.4
1378,Maruti Alto K10 VXI,47133,Petrol,Manual,1,2018,1197,5,3.51,3.51
1379,Honda Amaze S i-VTEC,94025,Petrol,Manual,1,2017,998,5,4.56,4.56
1380,Hyundai i20 Magna 1.2,68841,Petrol,Manual,1,2016,1582,5,5.02,5.02
1381,Hyundai Venue SX Plus Turbo DCT BSIV,31952,Petrol,Automatic,1,2019,998,5,10.46,10.46
1382,Hyundai Creta 1.6 CRDi SX,66518,Diesel,Manual,2,2019,1582,5,11.3,11.3
1383,Hyundai Venue SX Plus Turbo DCT BSIV,26684,Petrol,Automatic,2,2019,1199,5,10.53,10.53
1384,Hyundai Creta 1.6 CRDi SX,38280,Diesel,Manual,1,2015,1197,5,7.9,7.9
1385,Tata Tiago 1.2 Revotron XZ,96392,Petrol,Manual,1,2017,2179,7,3.77,3.77
1386,Maruti Swift Dzire 1.2 ZXi BSIV,92613,Petrol,Manual,1,2011,1498,5,2.86,2.86
1387,Mahindra Scorpio S7 120,40011,Diesel,Manual,1,2018,1396,5,11.78,11.78
1388,Honda City i DTEC VX,98772,Diesel,Manual,2,2015,1248,5,5.33,5.33
1389,Hyundai i20 Asta 1.4 CRDi,38931,Diesel,Manual,1,2013,1396,5,3.5,3.5
1390,Maruti Swift LDI BSIV,82392,Diesel,Manual,1,2017,2179,7,4.27,4.27
1391,Hyundai i20 1.4 Asta,96805,Diesel,Manual,1,2017,998,5,5.72,5.72
1392,Mahindra Scorpio S5 BSIV,68307,Diesel,Manual,1,2018,1197,5,9.98,9.98
1393,Maruti Wagon R LXI BS IV,30404,Petrol,Manual,1,2016,1248,5,3.75,3.75
1394,Maruti Baleno 1.2 Alpha,36438,Petrol,Manual,2,2018,2179,7,6.3,6.3
1395,Maruti Swift VDI BSIV,115206,Diesel,Manual,1,2015,1451,5,3.76,3.76
1396,Mahindra XUV500 W6 2WD,104537,Diesel,Manual,1,2015,1995,5,6.23,6.23
1397,MG Hector Sharp DCT,29827,Petrol,Automatic,2,2019,1968,5,16.13,16.13
1398,BMW 3 Series Luxury Edition,9200,Diesel,Automatic,1,2020,2755,7,44.5,44.5
1399,Audi Q3 35 TDI Quattro Premium Plus,39356,Diesel,Automatic,1,2015,3198,7,17.5,17.5
1400,Toyota Innova Crysta 2.8 GX AT BSIV,55000,Diesel,Automatic,1,2017,2755,7,15.75,15.75
1401,Ford Endeavour 3.2 Titanium AT 4X4,80000,Diesel,Automatic,1,2018,2987,5,28.75,28.75
1402,Toyota Innova Crysta 2.8 GX AT BSIV,55000,Diesel,Automatic,1,2019,1248,5,19.45,19.45
1403,Mercedes-Benz S-Class S 350 CDI,18000,Diesel,Automatic,1,2017,1497,5,71.5,71.5
1404,Maruti Vitara Brezza VDi AMT,43000,Diesel,Automatic,1,2018,814,5,7.5,7.5
1405,Hyundai Creta EX,1000,Petrol,Manual,1,2021,2143,5,12.73,12.73
1406,Hyundai EON Era Plus,67885,Petrol,Manual,1,2013,998,5,2.3,2.3
1407,Mercedes-Benz C-Class 220 CDI AT,40000,Diesel,Automatic,1,2013,1396,5,13.75,13.75
1408,Hyundai EON 1.0 Era Plus,48421,Petrol,Manual,1,2013,1197,5,2.3,2.3
1409,Hyundai i20 Active 1.4 S,110000,Diesel,Manual,1,2018,1582,5,6.5,6.5
1410,Maruti Swift Dzire VXI,49000,Petrol,Manual,1,2014,1498,5,4.25,4.25
1411,Hyundai Verna 1.6 SX,75000,Diesel,Manual,1,2013,1150,5,4.5,4.5
1412,Ford Ecosport 1.5 DV5 MT Titanium,71000,Diesel,Manual,1,2014,1968,5,4.1,4.1
1413,Chevrolet Aveo U-VA 1.2,78000,Petrol,Manual,2,2009,1248,7,90000,0.9
1414,Audi A6 35 TDI,68000,Diesel,Automatic,1,2016,1198,5,24.5,24.5
1415,Maruti Ertiga ZDI,94944,Diesel,Manual,1,2015,1493,5,5.18,5.18
1416,Honda Amaze S Option i-VTEC,6357,Petrol,Manual,1,2017,1497,5,4.71,4.71
1417,Hyundai Venue SX Opt Executive Diesel,24237,Diesel,Manual,1,2022,1199,5,10.24,10.24
1418,Kia Seltos HTX IVT G,28000,Petrol,Automatic,1,2021,2755,7,16.5,16.5
1419,Honda Amaze E Petrol,10282,Petrol,Manual,1,2020,2982,7,5.89,5.89
1420,Toyota Innova Crysta 2.8 ZX AT BSIV,111337,Diesel,Automatic,1,2018,1995,5,17.1,17.1
1421,Toyota Fortuner 4x2 Manual,127429,Diesel,Manual,1,2014,1461,5,12.62,12.62
1422,BMW 5 Series 520d Sport Line,55000,Diesel,Automatic,2,2018,1197,5,40.5,40.5
1423,Nissan Sunny Diesel XL,61034,Diesel,Manual,2,2015,1120,5,3.39,3.39
1424,Maruti Swift AMT ZXI,76036,Petrol,Automatic,2,2018,1968,5,5.64,5.64
1425,Hyundai Grand i10 CRDi Sportz,65000,Diesel,Manual,2,2014,1396,5,2.75,2.75
1426,Audi Q5 30 TDI quattro Premium,80000,Diesel,Automatic,3,2015,2755,7,14.75,14.75
1427,Hyundai Venue SX Opt Diesel BSIV,64104,Diesel,Manual,1,2019,1582,5,9.82,9.82
1428,Toyota Innova Crysta 2.8 GX AT BSIV,116378,Diesel,Automatic,1,2018,998,5,15.76,15.76
1429,Hyundai Verna 1.6 CRDi SX,42234,Diesel,Manual,2,2016,2179,7,5.6,5.6
1430,Hyundai Venue SX Opt iMT,10000,Petrol,Manual,1,2021,1197,5,11.5,11.5
1431,Mahindra XUV500 W6 2WD,49812,Diesel,Manual,2,2013,1198,5,4.44,4.44
1432,Maruti Ignis Sigma,2294,Petrol,Manual,1,2022,2967,5,5.02,5.02
1433,Skoda Fabia 1.2 MPI Ambiente,94679,Petrol,Manual,5,2010,1248,5,1.17,1.17
1434,Audi Q5 3.0 TDI Quattro Technology,35000,Diesel,Automatic,1,2015,998,5,21,21
1435,Maruti Ciaz ZDi,57122,Diesel,Manual,1,2014,1186,5,4.76,4.76
1436,Maruti Wagon R VXI BS IV,25122,Petrol,Manual,1,2017,1582,5,3.32,3.32
1437,Hyundai Grand i10 1.2 CRDi Magna,60000,Diesel,Manual,2,2017,1197,5,3.5,3.5
1438,Hyundai Creta 1.6 SX Automatic Diesel,36000,Diesel,Automatic,2,2020,1396,5,14.25,14.25
1439,Maruti Baleno Delta,38736,Petrol,Manual,1,2020,2694,7,6.31,6.31
1440,Hyundai i20 Asta 1.4 CRDi,130432,Diesel,Manual,1,2014,1798,5,3.81,3.81
1441,Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,2967,5,31,31
1442,Audi A6 35 TFSI Matrix,30000,Petrol,Automatic,1,2018,1086,5,36.75,36.75
1443,Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,2179,7,9.95,9.95
1444,Hyundai i10 Magna 1.1L,38000,Petrol,Manual,1,2011,1197,5,2.25,2.25
1445,Mahindra XUV500 R W10 FWD,65000,Diesel,Manual,1,2015,2179,7,8.9,8.9
1446,Maruti Swift Dzire VXI 1.2 BS IV,65000,Petrol,Manual,1,2019,1368,5,6.5,6.5
1447,Mahindra Scorpio S5,12001,Diesel,Manual,1,2022,1991,5,15.85,15.85
1448,Jeep Compass 1.4 Sport Plus BSIV,23000,Petrol,Manual,1,2019,2967,7,13.75,13.75
1449,Mercedes-Benz E-Class Expression E 200 BSIV,65000,Petrol,Automatic,1,2018,1198,5,44,44
1450,Audi Q7 45 TDI Quattro Premium Plus,43000,Diesel,Automatic,2,2014,1969,5,18.75,18.75
1451,Honda Brio S MT,25000,Petrol,Manual,1,2012,1995,4,2.65,2.65
1452,Volvo XC60 Inscription D5,7500,Diesel,Automatic,1,2020,1198,6,60,60
1453,BMW 6 Series GT 620d Luxury Line 2019-2021,50000,Diesel,Automatic,1,2020,2359,5,60.5,60.5
1454,Mahindra KUV 100 NXT G80 K8 Dual Tone,36000,Petrol,Manual,1,2017,1968,5,4.35,4.35
1455,Hyundai Sonata 2.4 GDi MT,86000,Petrol,Manual,1,2012,2987,7,4.75,4.75
1456,Audi Q3 2.0 TDI Quattro Premium Plus,56500,Diesel,Automatic,1,2014,1196,5,13,13
1457,Mercedes-Benz GLS 350d 4MATIC,70000,Diesel,Automatic,2,2016,1582,5,52,52
1458,Ford Figo Petrol ZXI,68000,Petrol,Manual,1,2013,1950,5,2.65,2.65
1459,Hyundai Verna CRDi 1.6 AT SX Plus,63500,Diesel,Automatic,1,2017,1991,5,10,10
1460,Mercedes-Benz C-Class Progressive C 220d,26500,Diesel,Automatic,1,2019,1995,5,41,41
1461,Mercedes-Benz GLC 200,15000,Petrol,Automatic,1,2021,1498,5,61,61
1462,BMW X1 xDrive 20d xLine,38500,Diesel,Automatic,1,2018,1493,5,28.5,28.5
1463,Honda Amaze VX CVT Diesel,44500,Diesel,Automatic,1,2019,2494,5,9.25,9.25
1464,Hyundai i20 Sportz Diesel,15500,Diesel,Manual,1,2022,2755,7,9.75,9.75
1465,Toyota Camry 2.5 Hybrid,47000,Petrol,Automatic,1,2017,2993,5,23.5,23.5
1466,Toyota Fortuner 2.8 2WD AT BSIV,12000,Diesel,Automatic,1,2018,1995,5,33.5,33.5
1467,BMW X5 xDrive 30d xLine,20500,Diesel,Automatic,1,2022,2143,5,1,1
1468,BMW 3 Series 320d GT Luxury Line,64593,Diesel,Automatic,3,2014,1197,5,18.5,18.5
1469,Mercedes-Benz GLE 250d,64000,Diesel,Automatic,1,2016,2143,5,36.5,36.5
1470,Toyota Glanza G,70000,Petrol,Manual,1,2021,2755,7,7,7
1471,Mercedes-Benz E-Class E250 CDI Avantgarde,63203,Diesel,Automatic,2,2015,1997,5,22,22
1472,Toyota Fortuner 2.8 2WD AT,60500,Diesel,Automatic,1,2017,799,5,29,29
1473,Jaguar F-Pace 2.0 R-Dynamic S Diesel,9900,Diesel,Automatic,1,2021,998,5,74,74
1474,Renault KWID RXL,25000,Petrol,Manual,1,2016,4367,5,2.85,2.85
1475,Maruti Wagon R CNG LXI BSIV,65000,Cng,Manual,2,2011,1248,7,1.91,1.91
1476,Land Rover Range Rover 4.4 Diesel LWB Autobiography,68500,Diesel,Automatic,1,2019,1497,5,1.9,1.9
1477,Maruti Ertiga ZDI,43000,Diesel,Manual,2,2014,1396,5,6,6
1478,Honda City i VTEC VX,70000,Petrol,Manual,1,2015,1998,5,5.9,5.9
1479,Hyundai i20 Sportz 1.4 CRDi,150000,Diesel,Manual,3,2013,796,5,2.75,2.75
1480,BMW X4 xDrive30i M Sport Silver Shadow Edition,7600,Petrol,Automatic,1,2022,1582,5,74.5,74.5
1481,Maruti Alto 800 LXI,31458,Petrol,Manual,1,2021,998,5,3.07,3.07
1482,Hyundai Elantra CRDi S,70372,Diesel,Manual,1,2013,2998,7,5.25,5.25
1483,Maruti Wagon R LXI CNG,129325,Cng,Manual,1,2012,1497,5,1.9,1.9
1484,BMW X7 xDrive 40i,39000,Petrol,Automatic,1,2019,2694,7,1.15,1.15
1485,Honda City V MT,17000,Petrol,Manual,1,2021,2143,5,10.15,10.15
1486,Toyota Fortuner 2.7 2WD AT,20000,Petrol,Automatic,1,2020,2987,5,35,35
1487,Mercedes-Benz B Class B180 CDI,57000,Diesel,Automatic,3,2013,1498,5,7.65,7.65
1488,Mercedes-Benz S-Class S 350 CDI,40000,Diesel,Automatic,1,2015,1196,5,51,51
1489,Ford Ecosport 1.5 Diesel Titanium,46000,Diesel,Manual,1,2020,624,4,9.5,9.5
1490,Maruti Eeco CNG 5 Seater AC BSIV,18000,Cng,Manual,1,2019,2487,5,5,5
1491,Tata Nano Twist XT,59290,Petrol,Manual,4,2015,1196,5,85671,0.85671
1492,Toyota Camry Hybrid 2.5,20000,Petrol,Automatic,1,2019,1198,5,40.9,40.9
1493,Maruti Eeco 5 Seater AC BSIV,18000,Petrol,Manual,1,2012,1198,5,2.1,2.1
1494,Nissan Micra Active XV,56000,Petrol,Manual,1,2018,1995,5,3.55,3.55
1495,Volkswagen Ameo 1.2 MPI Highline,66000,Petrol,Manual,2,2016,1461,5,4.55,4.55
1496,BMW 5 Series 520d Luxury Line,43000,Diesel,Automatic,1,2019,2993,5,46,46
1497,Nissan Terrano XL 85 PS,67000,Diesel,Manual,1,2014,1493,7,4.25,4.25
1498,BMW X6 xDrive 40d M Sport,75000,Diesel,Automatic,2,2015,998,5,37.9,37.9
1499,Mahindra TUV 300 mHAWK100 T8,47000,Diesel,Manual,1,2017,1968,5,6.45,6.45
1500,Hyundai Venue SX Sport iMT,8800,Petrol,Manual,1,2021,1197,5,10.75,10.75
1501,Audi Q5 2.0 TDI Premium Plus,94002,Diesel,Automatic,2,2014,1797,5,16,16
1502,Maruti Ignis Sigma,12000,Petrol,Manual,1,2021,1956,5,5.25,5.25
1503,Hyundai Elantra SX AT,75000,Petrol,Automatic,1,2015,2143,5,7.65,7.65
1504,Jeep Compass 2.0 Sport Plus BSIV,62000,Diesel,Manual,1,2019,2993,5,15.75,15.75
1505,Mercedes-Benz C-Class C 220 CDI Avantgarde,90004,Diesel,Automatic,3,2014,1997,7,11.9,11.9
1506,BMW X5 xDrive 30d M Sport,83005,Diesel,Automatic,2,2014,2143,5,29,29
1507,Mahindra XUV500 W10 1.99 mHawk,47000,Diesel,Manual,1,2018,2494,7,10.95,10.95
1508,Mercedes-Benz GLE 250d,49000,Diesel,Automatic,1,2017,1498,5,44,44
1509,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,70000,Diesel,Manual,1,2015,1498,5,12,12
1510,Ford Ecosport 1.5 Diesel Titanium,62500,Diesel,Manual,1,2015,1950,5,4.75,4.75
1511,Ford Ecosport 1.5 Diesel Titanium,49036,Diesel,Manual,1,2017,1595,5,7.25,7.25
1512,Mercedes-Benz E-Class Expression E 220 d BSIV,17000,Diesel,Automatic,1,2020,1197,5,58,58
1513,Mercedes-Benz B Class B180 Sports,67000,Petrol,Automatic,2,2013,1950,5,12.9,12.9
1514,Maruti Swift ZXI BSIV,39889,Petrol,Manual,2,2017,2967,4,4.41,4.41
1515,Mercedes-Benz E-Class Exclusive E 220d,2000,Diesel,Automatic,1,2022,1498,5,76.25,76.25
1516,Audi A8 L 50 TDI Quattro Premium Plus,81250,Diesel,Automatic,1,2015,1995,5,42,42
1517,Ford Ecosport 1.5 Diesel Titanium Plus,43000,Diesel,Manual,1,2016,1196,5,5.25,5.25
1518,BMW X3 xDrive 20d Luxury Line,19000,Diesel,Automatic,1,2021,1498,5,60,60
1519,Ford Figo 1.2P Titanium Plus MT,29000,Petrol,Manual,2,2016,2993,4,3.95,3.95
1520,MG Astor Sharp CVT,2400,Petrol,Automatic,1,2022,1796,5,17.25,17.25
1521,Jaguar XJ 3.0L LWB Ultimate,79004,Diesel,Automatic,2,2012,1798,5,22.9,22.9
1522,Mercedes-Benz C-Class C 200 CGI Grand Edition,28000,Petrol,Automatic,1,2018,2143,5,36.5,36.5
1523,Toyota Corolla Altis VL AT,99300,Petrol,Automatic,2,2015,4367,5,8.75,8.75
1524,Mercedes-Benz M-Class ML 250 CDI,80000,Diesel,Automatic,2,2014,2993,4,21.9,21.9
1525,Land Rover Range Rover Vogue SE 4.4 SDV8,87002,Diesel,Automatic,2,2013,1968,5,35.25,35.25
1526,BMW 7 Series 730Ld DPE Signature,19000,Diesel,Automatic,1,2021,1968,5,1.3,1.3
1527,Audi Q5 2.0 TDI Premium Plus,94002,Diesel,Automatic,2,2013,4367,5,14.25,14.25
1528,Audi A6 2.0 TDI Premium Plus,82005,Diesel,Automatic,2,2013,1796,5,14.25,14.25
1529,Land Rover Range Rover Vogue SE 4.4 SDV8,95004,Diesel,Automatic,1,2013,1998,5,39.75,39.75
1530,Mercedes-Benz C-Class C 200 CGI Grand Edition,25000,Petrol,Automatic,1,2018,1498,5,36.5,36.5
1531,BMW X1 sDrive20i xLine,68753,Petrol,Automatic,2,2019,1582,5,28.1,28.1
1532,Ford Ecosport 1.5 DV5 MT Titanium,62500,Diesel,Manual,1,2015,1950,5,4.75,4.75
1533,Hyundai Creta 1.6 CRDi AT S Plus,85000,Diesel,Automatic,1,2017,1498,5,8.95,8.95
1534,Mercedes-Benz C-Class Progressive C 200,12000,Petrol,Automatic,1,2021,1248,5,49.9,49.9
1535,Honda WR-V i-DTEC VX,58000,Diesel,Manual,1,2017,1248,5,6.99,6.99
1536,Maruti Baleno 1.3 Zeta,55500,Diesel,Manual,1,2018,1950,5,6.2,6.2
1537,Maruti Baleno 1.3 Zeta,54000,Diesel,Manual,1,2018,1956,5,6.25,6.25
1538,Mercedes-Benz C-Class Progressive C 200,12000,Petrol,Automatic,1,2021,1956,5,47.9,47.9
1539,Tata Harrier XM,32500,Diesel,Manual,1,2019,1086,5,12.5,12.5
1540,Tata Harrier XM,33500,Diesel,Manual,1,2019,1997,5,12.6,12.6
1541,Hyundai i10 Era 1.1 iTech SE,60000,Petrol,Manual,1,2012,2523,7,2.21,2.21
1542,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,38000,Petrol,Automatic,1,2020,1248,5,85,85
1543,Mahindra Bolero SLX 2WD BSIII,120000,Diesel,Manual,1,2015,998,5,4.5,4.5
1544,Maruti Vitara Brezza LDi Option,64000,Diesel,Manual,1,2017,1996,7,6.35,6.35
1545,Maruti Wagon R CNG LXI BSIV,59000,Cng,Manual,1,2017,1451,5,4,4
1546,MG Gloster Savvy 7-Str,11000,Diesel,Automatic,2,2021,999,5,39.65,39.65
1547,MG Hector Sharp DCT,12023,Petrol,Automatic,1,2021,1969,5,18,18
1548,Renault KWID Climber 1.0 AMT BSIV,30000,Petrol,Automatic,1,2019,0,5,4.7,4.7
1549,Volvo S90 D4 Inscription BSIV,20000,Diesel,Automatic,1,2018,1950,5,44.75,44.75
1550,MG ZS EV Exclusive,38000,Electric,Automatic,1,2020,1998,5,21.1,21.1
1551,Mercedes-Benz C-Class Progressive C 200,16500,Petrol,Automatic,1,2018,1950,5,36.5,36.5
1552,Mini Cooper D,29000,Diesel,Automatic,2,2014,1197,5,18.9,18.9
1553,Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1498,5,39,39
1554,Maruti Swift LXI,37229,Petrol,Manual,1,2020,2993,5,4.83,4.83
1555,Honda City i DTEC VX,100000,Diesel,Manual,3,2015,2179,7,4.9,4.9
1556,BMW X5 xDrive 30d,85000,Diesel,Automatic,2,2015,1968,5,29.75,29.75
1557,Mahindra XUV500 W6 2WD,90928,Diesel,Manual,1,2013,1498,5,4.31,4.31
1558,Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1950,5,25.8,25.8
1559,Volkswagen Vento 1.5 TDI Highline AT,78000,Diesel,Automatic,1,2015,1373,7,5,5
1560,Mercedes-Benz GLC Coupe 300d 4MATIC,24900,Diesel,Automatic,1,2021,1399,5,71.5,71.5
1561,Maruti Ertiga VXI CNG,44000,Cng,Manual,1,2016,1497,5,7.25,7.25
1562,Ford Figo Diesel Titanium,86483,Diesel,Manual,3,2014,1997,5,1.93,1.93
1563,Honda City Edge Edition SV,20000,Petrol,Manual,1,2019,1598,5,9,9
1564,Jaguar XF 2.0 Petrol Prestige,7500,Petrol,Automatic,1,2020,2755,7,47,47
1565,Renault Duster Petrol RxL,49000,Petrol,Manual,2,2017,1462,7,5.75,5.75
1566,Toyota Innova Crysta 2.8 GX AT BSIV,26000,Diesel,Automatic,1,2018,4461,7,18.75,18.75
1567,Maruti Ertiga CNG VXI,65000,Cng,Manual,1,2015,1197,5,6.75,6.75
1568,Toyota Land Cruiser VX,56000,Diesel,Automatic,1,2018,1248,5,1.58,1.58
